ID;TRAILNAME;ACTIVITIES;TRAIL_CLASS;MAP_LABEL;ACCESSIBLE;GeoJSON;geo_point_2d
116;Lemoine Point Trail;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Lemoine Point Trail;;"{""type"": ""LineString"", ""coordinates"": [[-76.61452564644824, 44.228359190008646], [-76.61441856731606, 44.22836039220759], [-76.61431291181795, 44.2283733195577], [-76.6141648670595, 44.228386845931745], [-76.61408596318502, 44.22840892289545], [-76.61400981179274, 44.22843477279568], [-76.61392560976105, 44.22845692452332], [-76.61366001537817, 44.22853309257287], [-76.61341037384932, 44.22870812756791], [-76.61323542471855, 44.22880397583694], [-76.61317584442219, 44.22885436388531], [-76.61312966723646, 44.22891028042447], [-76.61310395584269, 44.22893669560623], [-76.61307675164926, 44.22896220379106], [-76.61304649710891, 44.228985873972874], [-76.61301343650491, 44.22900751503224], [-76.61297783677749, 44.22902695223343], [-76.6129399853684, 44.22904402863526], [-76.61290018790011, 44.229058606358265], [-76.6128587657081, 44.22907056769798], [-76.61281628433733, 44.22908049747928], [-76.61271428955264, 44.229102572298665], [-76.61261455197764, 44.22912932072853], [-76.61251829423608, 44.229162108434025], [-76.61242622715855, 44.2292006932891], [-76.61233568275857, 44.22924164155338], [-76.61207329233848, 44.22936960110935]]}";44.2288050397,-76.6132829044
117;Lemoine Point Trail;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Lemoine Point Trail;;"{""type"": ""LineString"", ""coordinates"": [[-76.61207329233848, 44.22936960110935], [-76.61201450755553, 44.22932677599276], [-76.61196048790289, 44.229302600920676]]}";44.2293331587,-76.6120185951
118;Lemoine Point Trail;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Lemoine Point Trail;;"{""type"": ""LineString"", ""coordinates"": [[-76.6139366430759, 44.23010213545234], [-76.61389637040516, 44.23010746897523], [-76.6137853601568, 44.230118565561], [-76.61373304970846, 44.230119780973375], [-76.61366540297017, 44.230120068766446], [-76.61359437970668, 44.2301233968371], [-76.61345972962006, 44.23010100896801], [-76.61338163936647, 44.230074687985855], [-76.61329254919951, 44.23004460511084], [-76.6131856008374, 44.229999102816386], [-76.61308632165269, 44.229955059530575], [-76.61298148851128, 44.22990717647322], [-76.61286334940479, 44.229850862615265], [-76.61275183085655, 44.229797589103775], [-76.61261824854009, 44.229734440982355], [-76.6125000459482, 44.22967577694766], [-76.61234845779249, 44.22959172737762], [-76.61228715596903, 44.2295416616771], [-76.6122258328959, 44.22949081387856], [-76.61217228449244, 44.22944534005306], [-76.6121043602353, 44.229392234676446], [-76.61207329233848, 44.22936960110935]]}";44.229854927,-76.6129661601
119;Waterfront Trail;WALKING;Trail-Paved Pathway;Waterfront Trail;Yes;"{""type"": ""LineString"", ""coordinates"": [[-76.53228606313357, 44.216806873817006], [-76.53224631766987, 44.21668797136785], [-76.53215725583613, 44.21658589461509], [-76.53207009148467, 44.21650619108548], [-76.53199789142063, 44.21641754387752], [-76.53195112941481, 44.21637227074526], [-76.53192231323902, 44.216315828055144], [-76.53190914105957, 44.216276661298025], [-76.53190749789985, 44.21621329629149], [-76.53189458781443, 44.21606702454026], [-76.53185665671599, 44.21601070318632], [-76.53180904654985, 44.21593265487051], [-76.53178304122939, 44.21586743155548], [-76.53176001891981, 44.21579998228024], [-76.5317336183841, 44.21571946352653], [-76.53178552767014, 44.21561166495588], [-76.53176007755872, 44.21555635737552], [-76.53171843239052, 44.215483073570475], [-76.53164854517176, 44.215368698528394], [-76.53096889920779, 44.21557723900275]]}";44.2159140894,-76.5317358359
120;Greenwood Park Trail;WALKING, BICYCLING;Park Trail;Greenwood Park Trail;;"{""type"": ""LineString"", ""coordinates"": [[-76.44544960653515, 44.26988911871496], [-76.44546606308089, 44.26987966525203]]}";44.269884392,-76.4454578348
121;Greenwood Park Trail;WALKING, BICYCLING;Trail-Paved Pathway;Greenwood Park Trail;Yes;"{""type"": ""LineString"", ""coordinates"": [[-76.44944351197624, 44.26025590190409], [-76.44964883652378, 44.261592544383895], [-76.44964936301182, 44.26166992331282], [-76.4496402661613, 44.26174709655474], [-76.44962199028274, 44.26182347958704], [-76.4495946704027, 44.261898508073536], [-76.44955850836705, 44.26197162768575], [-76.44951377134956, 44.26204229819845], [-76.44946078987806, 44.26210999748091], [-76.4493999553924, 44.262174225354585], [-76.44933171735234, 44.26223450728851], [-76.4492565799169, 44.2622903979053], [-76.44917509821951, 44.262341484271666], [-76.44908787426651, 44.26238738894925], [-76.44899555248941, 44.26242777278328], [-76.44889881498364, 44.26246233740831], [-76.44879837646913, 44.262490827452574], [-76.44869551374623, 44.262514603519584], [-76.44861922862539, 44.262533454825615], [-76.4485446272893, 44.262555378681796], [-76.44847269555271, 44.26258156733706], [-76.44840390794404, 44.26261184802675], [-76.44833871825013, 44.26264602099138], [-76.44827472649477, 44.26268167848068], [-76.4481386153417, 44.26279223734729], [-76.44549760635724, 44.26514594774214], [-76.44548904300245, 44.265151280961454], [-76.44548082929309, 44.26515685636237], [-76.44547332276369, 44.2651629248484], [-76.44546658148387, 44.26516943947445], [-76.44546065760335, 44.265176349844175], [-76.44545559694858, 44.26518360249977], [-76.44545143866817, 44.26519114133556], [-76.44544821493007, 44.26519890803203], [-76.44544595067273, 44.26520684250694], [-76.4454446634122, 44.26521488338014], [-76.44544436310655, 44.2652229684484], [-76.4454450520789, 44.26523103516661], [-76.44544672499946, 44.26523902113159], [-76.44544936892672, 44.265246864564894], [-76.44545296340755, 44.26525450479065], [-76.44545748063551, 44.26526188270498], [-76.44546288566585, 44.265268941233245], [-76.44546913668589, 44.265275625771494], [-76.44547618533852, 44.26528188460896], [-76.44548397709619, 44.265287669328025], [-76.4454927873306, 44.265292630887664], [-76.4471825042265, 44.26625979650897], [-76.44781179886925, 44.26661610871815], [-76.44786335641189, 44.26663627480659], [-76.44791819092302, 44.266651514690835], [-76.44797466450089, 44.26666334842826], [-76.44803237086816, 44.26667169088562], [-76.44809094207294, 44.26667605536691], [-76.44855875264156, 44.26670942377714], [-76.4486163357136, 44.2667117568867], [-76.4486733107929, 44.266718028043655], [-76.44872920931634, 44.26672801061625], [-76.44878356600907, 44.2667416215139], [-76.44883592842973, 44.26675874744546], [-76.44888586073643, 44.266779245862146], [-76.44893131485088, 44.26680446109501], [-76.44934543068491, 44.26704952179644], [-76.45155215981309, 44.268331547692306]]}";44.2648267613,-76.448227314
122;Lemoine Point Trail;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Lemoine Point Trail;;"{""type"": ""LineString"", ""coordinates"": [[-76.60656642712604, 44.22025046405012], [-76.60653891410415, 44.220316613918335], [-76.60655192894482, 44.220448616457375], [-76.60657822844225, 44.22064834038892], [-76.60659189171517, 44.22085332969305], [-76.60660798403875, 44.221048108661726], [-76.60661103474474, 44.221160260956474], [-76.60661375653905, 44.22122382387092], [-76.60662350251191, 44.22132635314063], [-76.60663273943813, 44.221446756136714], [-76.60664840480752, 44.22155992206946], [-76.60666231867394, 44.22165739059879], [-76.6066801554955, 44.221728601439246], [-76.60672280444922, 44.22183519454589], [-76.60674705687377, 44.22189869222828], [-76.60678389036048, 44.22198631035377], [-76.60681217989543, 44.22205213433206], [-76.60686560694563, 44.22216524520464], [-76.6068837070239, 44.22219738624054], [-76.60688398075118, 44.22219741570058], [-76.6068860825177, 44.22220150142632], [-76.60693598789823, 44.22230084662214], [-76.60700118226292, 44.222414268118655], [-76.60703422680417, 44.22247216366158], [-76.6070788763122, 44.2225304909979], [-76.60716441064044, 44.2226305258348], [-76.60724903573633, 44.22272759429024], [-76.60730863446695, 44.22278749825951], [-76.60738206232725, 44.222868646540746], [-76.60752680797171, 44.22301429719913], [-76.6076476786242, 44.22313467635862], [-76.6077689569163, 44.22323956619507], [-76.60791256927858, 44.22337391816904], [-76.60802709592166, 44.223474138364786], [-76.60813391341846, 44.22356493906196], [-76.60824654193269, 44.22365625383077], [-76.60830839866368, 44.223707788642756], [-76.60844032754333, 44.22380835935534], [-76.60855365577792, 44.22389489954622], [-76.60876173251526, 44.22404380791896]]}";44.2223465043,-76.6072785857
123;Lemoine Point Trail;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Lemoine Point Trail;;"{""type"": ""LineString"", ""coordinates"": [[-76.60876173251526, 44.22404380791896], [-76.60876697796701, 44.22404756212855]]}";44.224045685,-76.6087643552
124;K & P Trail;WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING;Trail-Paved Pathway;K & P Trail;No;"{""type"": ""LineString"", ""coordinates"": [[-76.5643800042127, 44.28003760967199], [-76.56434057389382, 44.28015967809452], [-76.5643163160405, 44.28028377250128], [-76.56430742062715, 44.28040892154546], [-76.56430824567202, 44.280563159033626], [-76.56431833869698, 44.28071713472634], [-76.56434353302322, 44.280870067100324], [-76.56434879605943, 44.28089433853831], [-76.56435043695161, 44.28091891357726], [-76.56434903041423, 44.28094351629527], [-76.56434458758217, 44.280967951923856], [-76.56433714362733, 44.28099202701734], [-76.56432675748006, 44.28101555098421], [-76.56431351136277, 44.281038337595966], [-76.56429885847889, 44.28106076605983], [-76.56427839722149, 44.28108729866797], [-76.56426118272432, 44.28111499542085], [-76.56424734214106, 44.28114365174596], [-76.5641792893143, 44.28132333251117], [-76.56396919629316, 44.28175774040737], [-76.56395115168621, 44.281815255413726], [-76.56394007021542, 44.281873673234564], [-76.56393603427095, 44.28193255964628], [-76.56393110099285, 44.28198875060699], [-76.56391847143392, 44.282044362011916], [-76.56390017735937, 44.28209929239069]]}";44.2810790563,-76.5641949768
125;K & P Trail;WALKING, BICYCLING, CROSS-COUNTRY SKIING, SNOWSHOEING;Trail-Paved Pathway;K & P Trail;No;"{""type"": ""LineString"", ""coordinates"": [[-76.56418327476142, 44.28131281106627], [-76.56410777467036, 44.28135708910658], [-76.56393161066374, 44.28139094454632], [-76.56387673426757, 44.28139832841508], [-76.56382140347101, 44.28140311090421], [-76.56376574696807, 44.28140439213855], [-76.56371019344698, 44.28140216224951], [-76.56365517080279, 44.2813964384126], [-76.56360110284149, 44.28138726471504], [-76.56354916293562, 44.28137331363849], [-76.5633125147651, 44.28131630898246]]}";44.281371889,-76.5637514425
126;Waterfront Trail;WALKING, BICYCLING;Trail-Paved Pathway;Waterfront Trail;Yes;"{""type"": ""LineString"", ""coordinates"": [[-76.47954495172537, 44.237159142426556], [-76.48000348387028, 44.23746677769585], [-76.48034861933222, 44.237893281604876], [-76.48051068766713, 44.23805010355619], [-76.48083664672396, 44.23849065079427], [-76.4809478957453, 44.23863818714136]]}";44.2378500187,-76.4802927794
127;Waterfront Trail;WALKING, BICYCLING;Trail-Paved Pathway;Waterfront Trail;Yes;"{""type"": ""LineString"", ""coordinates"": [[-76.47954495172537, 44.237159142426556], [-76.47948426774, 44.23710982116296], [-76.47918652459384, 44.236680397815746], [-76.47869613420366, 44.23602255145847], [-76.47868909913882, 44.23601608147863], [-76.47868090265595, 44.23601035317202], [-76.47867205058145, 44.23600515281335], [-76.47866260743386, 44.236000518305545], [-76.47865264203979, 44.23599648342734], [-76.47864222703222, 44.235993077587025], [-76.47863143832119, 44.23599032560815], [-76.47862035454045, 44.23598824754857], [-76.47860905647441, 44.23598685855428], [-76.47859762646927, 44.23598616874898], [-76.47858614783287, 44.23598618316035], [-76.47857469031386, 44.235986819582], [-76.47855491042979, 44.23599032945821], [-76.47853550557939, 44.23599477870904], [-76.47851666590189, 44.23600036552453], [-76.47849852088459, 44.23600705150585], [-76.47848119524028, 44.23601479069949], [-76.4784648080501, 44.23602352991307], [-76.47844874775099, 44.23603266214106], [-76.47844088051077, 44.23604089792665], [-76.47843345254574, 44.23604930078946], [-76.4784270460593, 44.23605812371425], [-76.47842170804311, 44.23606730198469], [-76.47841747765166, 44.23607676827798], [-76.47841438591495, 44.23608645315868], [-76.47841245551092, 44.23609628558798], [-76.47841170059912, 44.23610619344483], [-76.47841212671686, 44.236116104054894], [-76.47841373073855, 44.23612594472364], [-76.47841650089866, 44.236135643269584], [-76.47842081403681, 44.23614502799733], [-76.47849105592636, 44.236248754887725], [-76.47851354961364, 44.23628309507649], [-76.47852982383304, 44.23631927619881], [-76.47854153762101, 44.23635638440488], [-76.47854859777776, 44.2363941244462], [-76.47855099740958, 44.2364321957486], [-76.47855729570007, 44.236467398021], [-76.47856798105224, 44.23650203400195], [-76.47858252216525, 44.23653591331675], [-76.47860082435852, 44.23656881536923], [-76.47862276846217, 44.23660052592639], [-76.47865024228142, 44.23662986662832], [-76.47866135223471, 44.23690973296643], [-76.47869020602786, 44.23699778375939], [-76.47869868314969, 44.23701296268914], [-76.47870961403922, 44.237027311068175], [-76.47872218905981, 44.237040938427114], [-76.4787363194518, 44.23705374857846], [-76.47875190547708, 44.23706565110293], [-76.4787688371231, 44.237076561987614], [-76.47878699487936, 44.23708640421902], [-76.47880625058097, 44.237095108326635], [-76.4788264683133, 44.23710261287331], [-76.47884750537129, 44.23710886488886], [-76.47886939093644, 44.23711336316315], [-76.47891236456917, 44.23712078098388], [-76.47895632143388, 44.23712457562166], [-76.47900060824277, 44.237125524256776], [-76.47904486995397, 44.23712361928416], [-76.47908887917146, 44.237119363700856], [-76.47915283902564, 44.237107850233585], [-76.47921754417048, 44.237099253830515], [-76.47928300175506, 44.23709474347446], [-76.47930493653355, 44.2370930604201], [-76.47932695665592, 44.23709257428879], [-76.47934893332838, 44.237093490463515], [-76.47937069428662, 44.23709580176284], [-76.47939206895717, 44.23709949006964], [-76.47941288979452, 44.237104526473075], [-76.47943299359436, 44.23711087149527], [-76.47945170165906, 44.237119084911406], [-76.47954495172537, 44.237159142426556]]}";44.236652499,-76.4789170987
128;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Little Cataraqui Creek CA Trails;No;"{""type"": ""LineString"", ""coordinates"": [[-76.51529782114726, 44.28666406707443], [-76.51534797068548, 44.286645215667576], [-76.51547486384167, 44.286657171409715], [-76.51550063988147, 44.28667501537185], [-76.51551457986666, 44.28672484190205], [-76.5154959336811, 44.28698423989903], [-76.51550795754369, 44.287697879159296], [-76.51564645537134, 44.28963739300303], [-76.51564503798065, 44.289828363869404], [-76.51562230003586, 44.289928688601805], [-76.51560981096573, 44.289940485677626], [-76.51559672296142, 44.28995188431292], [-76.51558232176512, 44.289962435427164], [-76.5155667153545, 44.28997205990995], [-76.51555002074372, 44.28998068559856], [-76.51553236310605, 44.28998824781909], [-76.51551387483542, 44.28999468987132], [-76.51549469455364, 44.28999996345387], [-76.51547496607115, 44.29000402902632], [-76.5154548373087, 44.29000685610573], [-76.51543446285059, 44.29000847171571], [-76.5151557027979, 44.289998530847676], [-76.51449694439361, 44.289979989650405], [-76.51392009329714, 44.289946719412555], [-76.5136224692441, 44.28994157136018], [-76.51360782426127, 44.2899445194487], [-76.51359301624797, 44.28994690337818], [-76.51357799281641, 44.28994838597868], [-76.51356286036261, 44.28994895675042], [-76.51354772605471, 44.28994861165119], [-76.51353269707398, 44.28994735312498], [-76.51351787985575, 44.28994519008468], [-76.51350337933565, 44.28994213784897], [-76.51348929820645, 44.289938218033775], [-76.5134757361908, 44.289933458399275], [-76.51346278933497, 44.289927892653225], [-76.51345104345127, 44.28992111072686], [-76.5132530238918, 44.28985099072439], [-76.51304118407243, 44.28973558938389], [-76.5128483261602, 44.289619935301005], [-76.51281024475657, 44.28961589324857], [-76.51262896543344, 44.289704677882256], [-76.51269872065056, 44.290449377981126], [-76.51268991607276, 44.29059952905247], [-76.51266553928475, 44.29063622391612], [-76.5125964028005, 44.29065532560957], [-76.51197354578089, 44.29069873173309], [-76.51173597289481, 44.29067126483657], [-76.51155212360635, 44.290660058800796], [-76.51124886659628, 44.290682258107836], [-76.51089510653627, 44.29070967125439], [-76.51059809174004, 44.29070769881143]]}";44.2894840263,-76.513951778
